county,precinct,office,district,candidate,party,total
Jasper,Paulding,State House,79,Mark Tullos,Republican,4
Jasper,Paulding,State House,80,Omeria Scott,Democrat,360
Jasper,Paulding,State House,84,William Shirley,Republican,67
Jasper,Philadelphia,State Treasurer,,Lynn Fitch,Republican,74
Jasper,Philadelphia,State Treasurer,,Viola McFarland,Reform,98
Jasper,Philadelphia,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,166
Jasper,Philadelphia,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,49
Jasper,Philadelphia,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,5
Jasper,Philadelphia,Commissioner of Insurance,,Mike Chaney,Republican,146
Jasper,Philadelphia,State Senate,34,Juan Barnett,Democrat,208
Jasper,Philadelphia,State House,80,Omeria Scott,Democrat,206
Jasper,Rose Hill,State Treasurer,,Lynn Fitch,Republican,179
Jasper,Rose Hill,State Treasurer,,Viola McFarland,Reform,63
Jasper,Rose Hill,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,116
Jasper,Rose Hill,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,141
Jasper,Rose Hill,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,11
Jasper,Rose Hill,Commissioner of Insurance,,Mike Chaney,Republican,239
Jasper,Rose Hill,State Senate,34,Juan Barnett,Democrat,234
Jasper,Rose Hill,State House,84,William Shirley,Republican,224
Jasper,Stringer,State Treasurer,,Lynn Fitch,Republican,713
Jasper,Stringer,State Treasurer,,Viola McFarland,Reform,64
Jasper,Stringer,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,112
Jasper,Stringer,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,654
Jasper,Stringer,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,21
Jasper,Stringer,Commissioner of Insurance,,Mike Chaney,Republican,763
Jasper,Stringer,State Senate,34,Juan Barnett,Democrat,686
Jasper,Stringer,State House,79,Blaine Eaton,Democrat,164
Jasper,Stringer,State House,79,Mark Tullos,Republican,121
Jasper,Stringer,State House,88,Gary Staples,Republican,496
Jasper,Vossburg,State Treasurer,,Lynn Fitch,Republican,55
Jasper,Vossburg,State Treasurer,,Viola McFarland,Reform,73
Jasper,Vossburg,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,146
Jasper,Vossburg,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,20
Jasper,Vossburg,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,2
Jasper,Vossburg,Commissioner of Insurance,,Mike Chaney,Republican,101
Jasper,Vossburg,State Senate,34,Juan Barnett,Democrat,166
Jasper,Vossburg,State House,80,Omeria Scott,Democrat,165
Jasper,,State Treasurer,,Lynn Fitch,Republican,4052
Jasper,,State Treasurer,,Viola McFarland,Reform,1678
Jasper,,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,2989
Jasper,,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,3221
Jasper,,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,124
Jasper,,Commissioner of Insurance,,Mike Chaney,Republican,5225
Jasper,,State Senate,34,Juan Barnett,Democrat,5743
Jasper,,State House,79,Blaine Eaton,Democrat,1981
Jasper,,State House,79,Mark Tullos,Republican,1415
Jasper,,State House,80,Omeria Scott,Democrat,1623
Jasper,,State House,84,William Shirley,Republican,570
Jasper,,State House,88,Gary Staples,Republican,496
