county,precinct,office,district,candidate,party,total
Montgomery,West Winona,Attorney General,,Jim  Hood,Democrat,213
Montgomery,West Winona,Attorney General,,Mike  Hurst,Republican,255
Montgomery,West Winona,State Auditor,,Stacey  E.  Pickering,Republican,370
Montgomery,West Winona,State Auditor,,Jocelyn Pepper Pritchett,Democrat,92
Montgomery,West Winona,State Auditor,,Lajena  Walley,Reform,6
Montgomery,West Winona,State Treasurer,,Lynn Fitch,Republican,394
Montgomery,West Winona,State Treasurer,,Viola McFarland,Reform,60
Montgomery,West Winona,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,95
Montgomery,West Winona,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,355
Montgomery,West Winona,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,10
Montgomery,West Winona,Commissioner of Insurance,,Mike Chaney,Republican,430
Montgomery,West Winona,State Senate,14,Lydia Graves Chassaniol,Republican,287
Montgomery,West Winona,State Senate,14,Georgio Proctor,Democrat,85
Montgomery,West Winona,State Senate,14,Donny Ryals,Independent,98
Montgomery,West Winona,State House,46,Karl Oliver,Republican,356
Montgomery,West Winona,State House,46,Ken Strachan,Democrat,117
Montgomery,,Governor,,Phil  Bryant,Republican,2497
Montgomery,,Governor,,Robert  Gray,Democrat,1385
Montgomery,,Governor,,Shawn  O'Hara,Reform,34
Montgomery,,Lieutenant Governor,,Tim  Johnson,Democrat,1482
Montgomery,,Lieutenant Governor,,Tate  Reeves,Republican,2235
Montgomery,,Lieutenant Governor,,Ron  Williams,Libertarian,95
Montgomery,,Lieutenant Governor,,Rosa  B.  Williams,Reform,36
Montgomery,,Secretary of State,,Charles  E.  Graham,Democrat,1545
Montgomery,,Secretary of State,,Delbert  Hosemann,Republican,2133
Montgomery,,Secretary of State,,Randy  Walker,Reform,151
Montgomery,,Attorney General,,Jim  Hood,Democrat,2296
Montgomery,,Attorney General,,Mike  Hurst,Republican,1553
Montgomery,,State Auditor,,Stacey  E.  Pickering,Republican,2325
Montgomery,,State Auditor,,Jocelyn Pepper Pritchett,Democrat,1457
Montgomery,,State Auditor,,Lajena  Walley,Reform,44
Montgomery,,State Treasurer,,Lynn Fitch,Republican,2593
Montgomery,,State Treasurer,,Viola McFarland,Reform,798
Montgomery,,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,1517
Montgomery,,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,2185
Montgomery,,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,89
Montgomery,,Commissioner of Insurance,,Mike Chaney,Republican,3030
Montgomery,,State Senate,14,Lydia Graves Chassaniol,Republican,1154
Montgomery,,State Senate,14,Georgio Proctor,Democrat,784
Montgomery,,State Senate,14,Donny Ryals,Independent,572
Montgomery,,State Senate,15,Gary Johnson,Republican,648
Montgomery,,State Senate,15,Cecil Simmons,Democrat,695
Montgomery,,State House,46,Karl Oliver,Republican,2168
Montgomery,,State House,46,Ken Strachan,Democrat,1740
