county,precinct,office,district,candidate,party,total
Panola,North Batesville #B,Secretary of State,,Charles  E.  Graham,Democrat,583
Panola,North Batesville #B,Secretary of State,,Delbert  Hosemann,Republican,77
Panola,North Batesville #B,Secretary of State,,Randy  Walker,Reform,28
Panola,North Batesville #B,Attorney General,,Jim  Hood,Democrat,592
Panola,North Batesville #B,Attorney General,,Mike  Hurst,Republican,94
Panola,North Batesville #B,State Auditor,,Stacey  E.  Pickering,Republican,111
Panola,North Batesville #B,State Auditor,,Jocelyn Pepper Pritchett,Democrat,545
Panola,North Batesville #B,State Auditor,,Lajena  Walley,Reform,21
Panola,North Batesville #B,State Treasurer,,Lynn Fitch,Republican,238
Panola,North Batesville #B,State Treasurer,,Viola McFarland,Reform,280
Panola,North Batesville #B,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,567
Panola,North Batesville #B,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,100
Panola,North Batesville #B,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,21
Panola,North Batesville #B,Commissioner of Insurance,,Mike Chaney,Republican,403
Panola,North Batesville #B,State Senate,11,Robert L. Jackson,Democrat,592
Panola,North Batesville #B,State House,11,Lataisha Jackson,Democrat,607
Panola,N Springport,Governor,,Phil  Bryant,Republican,388
Panola,N Springport,Governor,,Robert  Gray,Democrat,139
Panola,N Springport,Governor,,Shawn  O'Hara,Reform,6
Panola,N Springport,Lieutenant Governor,,Tim  Johnson,Democrat,165
Panola,N Springport,Lieutenant Governor,,Tate  Reeves,Republican,327
Panola,N Springport,Lieutenant Governor,,Ron  Williams,Libertarian,15
Panola,N Springport,Lieutenant Governor,,Rosa  B.  Williams,Reform,8
Panola,N Springport,Secretary of State,,Charles  E.  Graham,Democrat,190
Panola,N Springport,Secretary of State,,Delbert  Hosemann,Republican,283
Panola,N Springport,Secretary of State,,Randy  Walker,Reform,33
Panola,N Springport,Attorney General,,Jim  Hood,Democrat,300
Panola,N Springport,Attorney General,,Mike  Hurst,Republican,221
Panola,N Springport,State Auditor,,Stacey  E.  Pickering,Republican,331
Panola,N Springport,State Auditor,,Jocelyn Pepper Pritchett,Democrat,169
Panola,N Springport,State Auditor,,Lajena  Walley,Reform,9
Panola,N Springport,State Treasurer,,Lynn Fitch,Republican,375
Panola,N Springport,State Treasurer,,Viola McFarland,Reform,91
Panola,N Springport,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,177
Panola,N Springport,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,303
Panola,N Springport,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,24
Panola,N Springport,Commissioner of Insurance,,Mike Chaney,Republican,444
Panola,N Springport,State Senate,9,Cristen Hemming,Democrat,198
Panola,N Springport,State Senate,9,Gray Tollison,Republican,316
Panola,N Springport,State House,10,Nolan Mettetal,Republican,378
Panola,N Springport,State House,10,Ken Daugherty,Independent,128
Panola,Pleasant Grove,Governor,,Phil  Bryant,Republican,137
Panola,Pleasant Grove,Governor,,Robert  Gray,Democrat,44
Panola,Pleasant Grove,Governor,,Shawn  O'Hara,Reform,0
Panola,Pleasant Grove,Lieutenant Governor,,Tim  Johnson,Democrat,49
Panola,Pleasant Grove,Lieutenant Governor,,Tate  Reeves,Republican,112
Panola,Pleasant Grove,Lieutenant Governor,,Ron  Williams,Libertarian,9
Panola,Pleasant Grove,Lieutenant Governor,,Rosa  B.  Williams,Reform,1
Panola,Pleasant Grove,Secretary of State,,Charles  E.  Graham,Democrat,61
Panola,Pleasant Grove,Secretary of State,,Delbert  Hosemann,Republican,97
Panola,Pleasant Grove,Secretary of State,,Randy  Walker,Reform,7
Panola,Pleasant Grove,Attorney General,,Jim  Hood,Democrat,94
Panola,Pleasant Grove,Attorney General,,Mike  Hurst,Republican,77
Panola,Pleasant Grove,State Auditor,,Stacey  E.  Pickering,Republican,113
Panola,Pleasant Grove,State Auditor,,Jocelyn Pepper Pritchett,Democrat,52
Panola,Pleasant Grove,State Auditor,,Lajena  Walley,Reform,2
Panola,Pleasant Grove,State Treasurer,,Lynn Fitch,Republican,121
Panola,Pleasant Grove,State Treasurer,,Viola McFarland,Reform,19
Panola,Pleasant Grove,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,51
Panola,Pleasant Grove,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,107
Panola,Pleasant Grove,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,6
Panola,Pleasant Grove,Commissioner of Insurance,,Mike Chaney,Republican,129
Panola,Pleasant Grove,State Senate,11,Robert L. Jackson,Democrat,110
Panola,Pleasant Grove,State House,11,Lataisha Jackson,Democrat,108
Panola,Pope,Governor,,Phil  Bryant,Republican,434
Panola,Pope,Governor,,Robert  Gray,Democrat,145
Panola,Pope,Governor,,Shawn  O'Hara,Reform,5
Panola,Pope,Lieutenant Governor,,Tim  Johnson,Democrat,175
Panola,Pope,Lieutenant Governor,,Tate  Reeves,Republican,385
Panola,Pope,Lieutenant Governor,,Ron  Williams,Libertarian,8
Panola,Pope,Lieutenant Governor,,Rosa  B.  Williams,Reform,6
Panola,Pope,Secretary of State,,Charles  E.  Graham,Democrat,197
Panola,Pope,Secretary of State,,Delbert  Hosemann,Republican,336
Panola,Pope,Secretary of State,,Randy  Walker,Reform,35
Panola,Pope,Attorney General,,Jim  Hood,Democrat,340
Panola,Pope,Attorney General,,Mike  Hurst,Republican,239
Panola,Pope,State Auditor,,Stacey  E.  Pickering,Republican,396
Panola,Pope,State Auditor,,Jocelyn Pepper Pritchett,Democrat,166
Panola,Pope,State Auditor,,Lajena  Walley,Reform,8
Panola,Pope,State Treasurer,,Lynn Fitch,Republican,446
Panola,Pope,State Treasurer,,Viola McFarland,Reform,82
Panola,Pope,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,178
Panola,Pope,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,378
Panola,Pope,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,19
Panola,Pope,Commissioner of Insurance,,Mike Chaney,Republican,514
Panola,Pope,State Senate,14,Lydia Graves Chassaniol,Republican,316
Panola,Pope,State Senate,14,Georgio Proctor,Democrat,166
Panola,Pope,State Senate,14,Donny Ryals,Independent,82
Panola,Pope,State House,10,Nolan Mettetal,Republican,408
Panola,Pope,State House,10,Ken Daugherty,Independent,156
Panola,S Sardis,Governor,,Phil  Bryant,Republican,274
Panola,S Sardis,Governor,,Robert  Gray,Democrat,452
Panola,S Sardis,Governor,,Shawn  O'Hara,Reform,11
Panola,S Sardis,Lieutenant Governor,,Tim  Johnson,Democrat,474
Panola,S Sardis,Lieutenant Governor,,Tate  Reeves,Republican,199
Panola,S Sardis,Lieutenant Governor,,Ron  Williams,Libertarian,18
Panola,S Sardis,Lieutenant Governor,,Rosa  B.  Williams,Reform,19
Panola,S Sardis,Secretary of State,,Charles  E.  Graham,Democrat,502
Panola,S Sardis,Secretary of State,,Delbert  Hosemann,Republican,181
Panola,S Sardis,Secretary of State,,Randy  Walker,Reform,31
Panola,S Sardis,Attorney General,,Jim  Hood,Democrat,544
Panola,S Sardis,Attorney General,,Mike  Hurst,Republican,163
Panola,S Sardis,State Auditor,,Stacey  E.  Pickering,Republican,223
Panola,S Sardis,State Auditor,,Jocelyn Pepper Pritchett,Democrat,463
Panola,S Sardis,State Auditor,,Lajena  Walley,Reform,16
Panola,S Sardis,State Treasurer,,Lynn Fitch,Republican,322
Panola,S Sardis,State Treasurer,,Viola McFarland,Reform,244
Panola,S Sardis,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,488
Panola,S Sardis,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,200
Panola,S Sardis,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,22
Panola,S Sardis,Commissioner of Insurance,,Mike Chaney,Republican,456
Panola,S Sardis,State Senate,11,Robert L. Jackson,Democrat,629
Panola,S Sardis,State House,11,Lataisha Jackson,Democrat,658
Panola,S Springport 4,Governor,,Phil  Bryant,Republican,514
Panola,S Springport 4,Governor,,Robert  Gray,Democrat,178
Panola,S Springport 4,Governor,,Shawn  O'Hara,Reform,5
Panola,S Springport 4,Lieutenant Governor,,Tim  Johnson,Democrat,199
Panola,S Springport 4,Lieutenant Governor,,Tate  Reeves,Republican,455
Panola,S Springport 4,Lieutenant Governor,,Ron  Williams,Libertarian,19
Panola,S Springport 4,Lieutenant Governor,,Rosa  B.  Williams,Reform,12
Panola,S Springport 4,Secretary of State,,Charles  E.  Graham,Democrat,243
Panola,S Springport 4,Secretary of State,,Delbert  Hosemann,Republican,401
Panola,S Springport 4,Secretary of State,,Randy  Walker,Reform,34
Panola,S Springport 4,Attorney General,,Jim  Hood,Democrat,389
Panola,S Springport 4,Attorney General,,Mike  Hurst,Republican,299
Panola,S Springport 4,State Auditor,,Stacey  E.  Pickering,Republican,462
Panola,S Springport 4,State Auditor,,Jocelyn Pepper Pritchett,Democrat,211
Panola,S Springport 4,State Auditor,,Lajena  Walley,Reform,6
Panola,S Springport 4,State Treasurer,,Lynn Fitch,Republican,502
Panola,S Springport 4,State Treasurer,,Viola McFarland,Reform,142
Panola,S Springport 4,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,229
Panola,S Springport 4,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,424
Panola,S Springport 4,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,25
Panola,S Springport 4,Commissioner of Insurance,,Mike Chaney,Republican,596
Panola,S Springport 4,State Senate,14,Lydia Graves Chassaniol,Republican,382
Panola,S Springport 4,State Senate,14,Georgio Proctor,Democrat,209
Panola,S Springport 4,State Senate,14,Donny Ryals,Independent,79
Panola,S Springport 4,State House,10,Nolan Mettetal,Republican,509
Panola,S Springport 4,State House,10,Ken Daugherty,Independent,166
Panola,Tocowa,Governor,,Phil  Bryant,Republican,469
Panola,Tocowa,Governor,,Robert  Gray,Democrat,66
Panola,Tocowa,Governor,,Shawn  O'Hara,Reform,3
Panola,Tocowa,Lieutenant Governor,,Tim  Johnson,Democrat,77
Panola,Tocowa,Lieutenant Governor,,Tate  Reeves,Republican,449
Panola,Tocowa,Lieutenant Governor,,Ron  Williams,Libertarian,8
Panola,Tocowa,Lieutenant Governor,,Rosa  B.  Williams,Reform,2
Panola,Tocowa,Secretary of State,,Charles  E.  Graham,Democrat,115
Panola,Tocowa,Secretary of State,,Delbert  Hosemann,Republican,381
Panola,Tocowa,Secretary of State,,Randy  Walker,Reform,25
Panola,Tocowa,Attorney General,,Jim  Hood,Democrat,239
Panola,Tocowa,Attorney General,,Mike  Hurst,Republican,292
Panola,Tocowa,State Auditor,,Stacey  E.  Pickering,Republican,445
Panola,Tocowa,State Auditor,,Jocelyn Pepper Pritchett,Democrat,75
Panola,Tocowa,State Auditor,,Lajena  Walley,Reform,5
Panola,Tocowa,State Treasurer,,Lynn Fitch,Republican,472
Panola,Tocowa,State Treasurer,,Viola McFarland,Reform,40
Panola,Tocowa,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,87
Panola,Tocowa,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,413
Panola,Tocowa,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,17
Panola,Tocowa,Commissioner of Insurance,,Mike Chaney,Republican,498
Panola,Tocowa,State Senate,11,Robert L. Jackson,Democrat,413
Panola,Tocowa,State House,10,Nolan Mettetal,Republican,445
Panola,Tocowa,State House,10,Ken Daugherty,Independent,82
Panola,W Sardis,Governor,,Phil  Bryant,Republican,103
Panola,W Sardis,Governor,,Robert  Gray,Democrat,370
Panola,W Sardis,Governor,,Shawn  O'Hara,Reform,6
Panola,W Sardis,Lieutenant Governor,,Tim  Johnson,Democrat,379
Panola,W Sardis,Lieutenant Governor,,Tate  Reeves,Republican,65
Panola,W Sardis,Lieutenant Governor,,Ron  Williams,Libertarian,6
Panola,W Sardis,Lieutenant Governor,,Rosa  B.  Williams,Reform,14
Panola,W Sardis,Secretary of State,,Charles  E.  Graham,Democrat,405
Panola,W Sardis,Secretary of State,,Delbert  Hosemann,Republican,48
Panola,W Sardis,Secretary of State,,Randy  Walker,Reform,9
Panola,W Sardis,Attorney General,,Jim  Hood,Democrat,406
Panola,W Sardis,Attorney General,,Mike  Hurst,Republican,55
Panola,W Sardis,State Auditor,,Stacey  E.  Pickering,Republican,75
Panola,W Sardis,State Auditor,,Jocelyn Pepper Pritchett,Democrat,374
Panola,W Sardis,State Auditor,,Lajena  Walley,Reform,11
Panola,W Sardis,State Treasurer,,Lynn Fitch,Republican,143
Panola,W Sardis,State Treasurer,,Viola McFarland,Reform,190
Panola,W Sardis,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,384
Panola,W Sardis,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,64
Panola,W Sardis,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,11
Panola,W Sardis,Commissioner of Insurance,,Mike Chaney,Republican,246
Panola,W Sardis,State Senate,11,Robert L. Jackson,Democrat,389
Panola,W Sardis,State House,11,Lataisha Jackson,Democrat,418
Panola,,Governor,,Phil  Bryant,Republican,6868
Panola,,Governor,,Robert  Gray,Democrat,4344
Panola,,Governor,,Shawn  O'Hara,Reform,113
Panola,,Lieutenant Governor,,Tim  Johnson,Democrat,4776
Panola,,Lieutenant Governor,,Tate  Reeves,Republican,5831
Panola,,Lieutenant Governor,,Ron  Williams,Libertarian,241
Panola,,Lieutenant Governor,,Rosa  B.  Williams,Reform,207
Panola,,Secretary of State,,Charles  E.  Graham,Democrat,5412
Panola,,Secretary of State,,Delbert  Hosemann,Republican,5100
Panola,,Secretary of State,,Randy  Walker,Reform,461
Panola,,Attorney General,,Jim  Hood,Democrat,7030
Panola,,Attorney General,,Mike  Hurst,Republican,4033
Panola,,State Auditor,,Stacey  E.  Pickering,Republican,5972
Panola,,State Auditor,,Jocelyn Pepper Pritchett,Democrat,4784
Panola,,State Auditor,,Lajena  Walley,Reform,189
Panola,,State Treasurer,,Lynn Fitch,Republican,7132
Panola,,State Treasurer,,Viola McFarland,Reform,2473
Panola,,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,5022
Panola,,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,5554
Panola,,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,342
Panola,,Commissioner of Insurance,,Mike Chaney,Republican,8664
Panola,,State Senate,9,Cristen Hemming,Democrat,1262
Panola,,State Senate,9,Gray Tollison,Democrat,2470
Panola,,State Senate,11,Robert L. Jackson,Democrat,4568
Panola,,State Senate,14,Lydia Graves Chassaniol,Republican,1117
Panola,,State Senate,14,Georgio Proctor,Democrat,518
Panola,,State Senate,14,Donny Ryals,Independent,247
Panola,,State House,10,Nolan Mettetal,Republican,4108
Panola,,State House,10,Ken Daugherty,Independent,1122
Panola,,State House,11,Lataisha Jackson,Democrat,5069
