county,precinct,office,district,candidate,party,total
Jefferson Davis,Bassfield 26,State Senate,41,Reggie Blackledge,Democrat,125
Jefferson Davis,Bassfield 26,State Senate,41,Joey Fillingame,Republican,126
Jefferson Davis,Bassfield 26,State House,91,Charles Bufkin,Republican,98
Jefferson Davis,Bassfield 26,State House,91,Bob Evans,Democrat,152
Jefferson Davis,Bassfield 31,State Treasurer,,Lynn Fitch,Republican,180
Jefferson Davis,Bassfield 31,State Treasurer,,Viola McFarland,Reform,126
Jefferson Davis,Bassfield 31,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,275
Jefferson Davis,Bassfield 31,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,95
Jefferson Davis,Bassfield 31,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,4
Jefferson Davis,Bassfield 31,Commissioner of Insurance,,Mike Chaney,Republican,248
Jefferson Davis,Bassfield 31,State Senate,41,Reggie Blackledge,Democrat,276
Jefferson Davis,Bassfield 31,State Senate,41,Joey Fillingame,Republican,97
Jefferson Davis,Bassfield 31,State House,91,Charles Bufkin,Republican,77
Jefferson Davis,Bassfield 31,State House,91,Bob Evans,Democrat,296
Jefferson Davis,Bassfield 32,State Treasurer,,Lynn Fitch,Republican,180
Jefferson Davis,Bassfield 32,State Treasurer,,Viola McFarland,Reform,122
Jefferson Davis,Bassfield 32,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,273
Jefferson Davis,Bassfield 32,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,82
Jefferson Davis,Bassfield 32,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,5
Jefferson Davis,Bassfield 32,Commissioner of Insurance,,Mike Chaney,Republican,249
Jefferson Davis,Bassfield 32,State Senate,41,Reggie Blackledge,Democrat,281
Jefferson Davis,Bassfield 32,State Senate,41,Joey Fillingame,Republican,80
Jefferson Davis,Bassfield 32,State House,91,Charles Bufkin,Republican,65
Jefferson Davis,Bassfield 32,State House,91,Bob Evans,Democrat,293
Jefferson Davis,Carson 22,State Treasurer,,Lynn Fitch,Republican,108
Jefferson Davis,Carson 22,State Treasurer,,Viola McFarland,Reform,19
Jefferson Davis,Carson 22,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,37
Jefferson Davis,Carson 22,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,103
Jefferson Davis,Carson 22,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,0
Jefferson Davis,Carson 22,Commissioner of Insurance,,Mike Chaney,Republican,119
Jefferson Davis,Carson 22,State Senate,41,Reggie Blackledge,Democrat,42
Jefferson Davis,Carson 22,State Senate,41,Joey Fillingame,Republican,99
Jefferson Davis,Carson 22,State House,91,Charles Bufkin,Republican,82
Jefferson Davis,Carson 22,State House,91,Bob Evans,Democrat,63
Jefferson Davis,Clem 41,State Treasurer,,Lynn Fitch,Republican,79
Jefferson Davis,Clem 41,State Treasurer,,Viola McFarland,Reform,33
Jefferson Davis,Clem 41,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,56
Jefferson Davis,Clem 41,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,68
Jefferson Davis,Clem 41,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,2
Jefferson Davis,Clem 41,Commissioner of Insurance,,Mike Chaney,Republican,92
Jefferson Davis,Clem 41,State Senate,41,Reggie Blackledge,Democrat,68
Jefferson Davis,Clem 41,State Senate,41,Joey Fillingame,Republican,58
Jefferson Davis,Clem 41,State House,91,Charles Bufkin,Republican,57
Jefferson Davis,Clem 41,State House,91,Bob Evans,Democrat,70
Jefferson Davis,Good Hope 33,State Treasurer,,Lynn Fitch,Republican,115
Jefferson Davis,Good Hope 33,State Treasurer,,Viola McFarland,Reform,20
Jefferson Davis,Good Hope 33,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,62
Jefferson Davis,Good Hope 33,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,90
Jefferson Davis,Good Hope 33,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,2
Jefferson Davis,Good Hope 33,Commissioner of Insurance,,Mike Chaney,Republican,128
Jefferson Davis,Good Hope 33,State Senate,41,Reggie Blackledge,Democrat,64
Jefferson Davis,Good Hope 33,State Senate,41,Joey Fillingame,Republican,94
Jefferson Davis,Good Hope 33,State House,90,John Pope,Democrat,75
Jefferson Davis,Good Hope 33,State House,90,Noah Sanford,Republican,83
Jefferson Davis,Granby 11,State Treasurer,,Lynn Fitch,Republican,48
Jefferson Davis,Granby 11,State Treasurer,,Viola McFarland,Reform,24
Jefferson Davis,Granby 11,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,45
Jefferson Davis,Granby 11,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,35
Jefferson Davis,Granby 11,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,1
Jefferson Davis,Granby 11,Commissioner of Insurance,,Mike Chaney,Republican,60
Jefferson Davis,Granby 11,State Senate,41,Reggie Blackledge,Democrat,48
Jefferson Davis,Granby 11,State Senate,41,Joey Fillingame,Republican,34
Jefferson Davis,Granby 11,State House,91,Charles Bufkin,Republican,31
Jefferson Davis,Granby 11,State House,91,Bob Evans,Democrat,49
Jefferson Davis,Green's Creek 23,State Treasurer,,Lynn Fitch,Republican,161
Jefferson Davis,Green's Creek 23,State Treasurer,,Viola McFarland,Reform,35
Jefferson Davis,Green's Creek 23,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,55
Jefferson Davis,Green's Creek 23,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,146
Jefferson Davis,Green's Creek 23,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,1
Jefferson Davis,Green's Creek 23,Commissioner of Insurance,,Mike Chaney,Republican,176
Jefferson Davis,Green's Creek 23,State Senate,41,Reggie Blackledge,Democrat,60
Jefferson Davis,Green's Creek 23,State Senate,41,Joey Fillingame,Republican,144
Jefferson Davis,Green's Creek 23,State House,91,Charles Bufkin,Republican,124
Jefferson Davis,Green's Creek 23,State House,91,Bob Evans,Democrat,79
Jefferson Davis,Gwinville 51,State Treasurer,,Lynn Fitch,Republican,42
Jefferson Davis,Gwinville 51,State Treasurer,,Viola McFarland,Reform,19
Jefferson Davis,Gwinville 51,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,64
Jefferson Davis,Gwinville 51,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,22
Jefferson Davis,Gwinville 51,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,1
Jefferson Davis,Gwinville 51,Commissioner of Insurance,,Mike Chaney,Republican,51
Jefferson Davis,Gwinville 51,State Senate,41,Reggie Blackledge,Democrat,62
Jefferson Davis,Gwinville 51,State Senate,41,Joey Fillingame,Republican,22
Jefferson Davis,Gwinville 51,State House,91,Charles Bufkin,Republican,18
Jefferson Davis,Gwinville 51,State House,91,Bob Evans,Democrat,70
Jefferson Davis,Hathorn 24,State Treasurer,,Lynn Fitch,Republican,94
Jefferson Davis,Hathorn 24,State Treasurer,,Viola McFarland,Reform,18
Jefferson Davis,Hathorn 24,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,30
Jefferson Davis,Hathorn 24,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,85
Jefferson Davis,Hathorn 24,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,0
Jefferson Davis,Hathorn 24,Commissioner of Insurance,,Mike Chaney,Republican,104
Jefferson Davis,Hathorn 24,State Senate,41,Reggie Blackledge,Democrat,32
Jefferson Davis,Hathorn 24,State Senate,41,Joey Fillingame,Republican,81
Jefferson Davis,Hathorn 24,State House,53,Vince Mangold,Republican,54
Jefferson Davis,Hathorn 24,State House,53,Bobby Moak,Democrat,13
Jefferson Davis,Hathorn 24,State House,91,Charles Bufkin,Republican,12
Jefferson Davis,Hathorn 24,State House,91,Bob Evans,Democrat,33
Jefferson Davis,Hebron 52,State Treasurer,,Lynn Fitch,Republican,44
Jefferson Davis,Hebron 52,State Treasurer,,Viola McFarland,Reform,17
Jefferson Davis,Hebron 52,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,37
Jefferson Davis,Hebron 52,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,38
Jefferson Davis,Hebron 52,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,2
Jefferson Davis,Hebron 52,Commissioner of Insurance,,Mike Chaney,Republican,51
Jefferson Davis,Hebron 52,State Senate,41,Reggie Blackledge,Democrat,42
Jefferson Davis,Hebron 52,State Senate,41,Joey Fillingame,Republican,31
Jefferson Davis,Hebron 52,State House,91,Charles Bufkin,Republican,31
Jefferson Davis,Hebron 52,State House,91,Bob Evans,Democrat,45
Jefferson Davis,Melba 34,State Treasurer,,Lynn Fitch,Republican,36
Jefferson Davis,Melba 34,State Treasurer,,Viola McFarland,Reform,9
Jefferson Davis,Melba 34,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,12
Jefferson Davis,Melba 34,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,32
Jefferson Davis,Melba 34,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,0
Jefferson Davis,Melba 34,Commissioner of Insurance,,Mike Chaney,Republican,41
Jefferson Davis,Melba 34,State Senate,41,Reggie Blackledge,Democrat,12
Jefferson Davis,Melba 34,State Senate,41,Joey Fillingame,Republican,33
Jefferson Davis,Melba 34,State House,90,John Pope,Democrat,16
Jefferson Davis,Melba 34,State House,90,Noah Sanford,Republican,29
Jefferson Davis,Mt Carmel 42,State Treasurer,,Lynn Fitch,Republican,51
Jefferson Davis,Mt Carmel 42,State Treasurer,,Viola McFarland,Reform,48
Jefferson Davis,Mt Carmel 42,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,110
Jefferson Davis,Mt Carmel 42,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,16
Jefferson Davis,Mt Carmel 42,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jefferson Davis,Mt Carmel 42,Commissioner of Insurance,,Mike Chaney,Republican,90
Jefferson Davis,Mt Carmel 42,State Senate,41,Reggie Blackledge,Democrat,119
Jefferson Davis,Mt Carmel 42,State Senate,41,Joey Fillingame,Republican,10
Jefferson Davis,Mt Carmel 42,State House,91,Charles Bufkin,Republican,6
Jefferson Davis,Mt Carmel 42,State House,91,Bob Evans,Democrat,126
Jefferson Davis,NE Prentiss 43,State Treasurer,,Lynn Fitch,Republican,201
Jefferson Davis,NE Prentiss 43,State Treasurer,,Viola McFarland,Reform,150
Jefferson Davis,NE Prentiss 43,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,265
Jefferson Davis,NE Prentiss 43,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,132
Jefferson Davis,NE Prentiss 43,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jefferson Davis,NE Prentiss 43,Commissioner of Insurance,,Mike Chaney,Republican,290
Jefferson Davis,NE Prentiss 43,State Senate,41,Reggie Blackledge,Democrat,273
Jefferson Davis,NE Prentiss 43,State Senate,41,Joey Fillingame,Republican,129
Jefferson Davis,NE Prentiss 43,State House,90,John Pope,Democrat,13
Jefferson Davis,NE Prentiss 43,State House,90,Noah Sanford,Republican,47
Jefferson Davis,NE Prentiss 43,State House,91,Charles Bufkin,Republican,46
Jefferson Davis,NE Prentiss 43,State House,91,Bob Evans,Democrat,296
Jefferson Davis,NW Prentiss 53,State Treasurer,,Lynn Fitch,Republican,86
Jefferson Davis,NW Prentiss 53,State Treasurer,,Viola McFarland,Reform,58
Jefferson Davis,NW Prentiss 53,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,108
Jefferson Davis,NW Prentiss 53,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,58
Jefferson Davis,NW Prentiss 53,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jefferson Davis,NW Prentiss 53,Commissioner of Insurance,,Mike Chaney,Republican,110
Jefferson Davis,NW Prentiss 53,State Senate,41,Reggie Blackledge,Democrat,117
Jefferson Davis,NW Prentiss 53,State Senate,41,Joey Fillingame,Republican,50
Jefferson Davis,NW Prentiss 53,State House,91,Charles Bufkin,Republican,49
Jefferson Davis,NW Prentiss 53,State House,91,Bob Evans,Democrat,121
Jefferson Davis,Red House 55,State Treasurer,,Lynn Fitch,Republican,97
Jefferson Davis,Red House 55,State Treasurer,,Viola McFarland,Reform,56
Jefferson Davis,Red House 55,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,127
Jefferson Davis,Red House 55,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,66
Jefferson Davis,Red House 55,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,5
Jefferson Davis,Red House 55,Commissioner of Insurance,,Mike Chaney,Republican,110
Jefferson Davis,Red House 55,State Senate,41,Reggie Blackledge,Democrat,135
Jefferson Davis,Red House 55,State Senate,41,Joey Fillingame,Republican,64
Jefferson Davis,Red House 55,State House,91,Charles Bufkin,Republican,53
Jefferson Davis,Red House 55,State House,91,Bob Evans,Democrat,151
Jefferson Davis,Son's Academy 25,State Treasurer,,Lynn Fitch,Republican,64
Jefferson Davis,Son's Academy 25,State Treasurer,,Viola McFarland,Reform,51
Jefferson Davis,Son's Academy 25,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,95
Jefferson Davis,Son's Academy 25,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,44
Jefferson Davis,Son's Academy 25,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,0
Jefferson Davis,Son's Academy 25,Commissioner of Insurance,,Mike Chaney,Republican,106
Jefferson Davis,Son's Academy 25,State Senate,41,Reggie Blackledge,Democrat,98
Jefferson Davis,Son's Academy 25,State Senate,41,Joey Fillingame,Republican,41
Jefferson Davis,Son's Academy 25,State House,91,Charles Bufkin,Republican,39
Jefferson Davis,Son's Academy 25,State House,91,Bob Evans,Democrat,100
Jefferson Davis,S Prentiss 12,State Treasurer,,Lynn Fitch,Republican,276
Jefferson Davis,S Prentiss 12,State Treasurer,,Viola McFarland,Reform,64
Jefferson Davis,S Prentiss 12,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,133
Jefferson Davis,S Prentiss 12,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,229
Jefferson Davis,S Prentiss 12,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,6
Jefferson Davis,S Prentiss 12,Commissioner of Insurance,,Mike Chaney,Republican,302
Jefferson Davis,S Prentiss 12,State Senate,41,Reggie Blackledge,Democrat,141
Jefferson Davis,S Prentiss 12,State Senate,41,Joey Fillingame,Republican,228
Jefferson Davis,S Prentiss 12,State House,91,Charles Bufkin,Republican,199
Jefferson Davis,S Prentiss 12,State House,91,Bob Evans,Democrat,172
Jefferson Davis,S Prentiss 13,State Treasurer,,Lynn Fitch,Republican,166
Jefferson Davis,S Prentiss 13,State Treasurer,,Viola McFarland,Reform,73
Jefferson Davis,S Prentiss 13,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,149
Jefferson Davis,S Prentiss 13,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,121
Jefferson Davis,S Prentiss 13,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,4
Jefferson Davis,S Prentiss 13,Commissioner of Insurance,,Mike Chaney,Republican,209
Jefferson Davis,S Prentiss 13,State Senate,41,Reggie Blackledge,Democrat,168
Jefferson Davis,S Prentiss 13,State Senate,41,Joey Fillingame,Republican,108
Jefferson Davis,S Prentiss 13,State House,91,Charles Bufkin,Republican,92
Jefferson Davis,S Prentiss 13,State House,91,Bob Evans,Democrat,188
Jefferson Davis,Whiting 56,State Treasurer,,Lynn Fitch,Republican,75
Jefferson Davis,Whiting 56,State Treasurer,,Viola McFarland,Reform,43
Jefferson Davis,Whiting 56,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,136
Jefferson Davis,Whiting 56,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,35
Jefferson Davis,Whiting 56,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jefferson Davis,Whiting 56,Commissioner of Insurance,,Mike Chaney,Republican,91
Jefferson Davis,Whiting 56,State Senate,41,Reggie Blackledge,Democrat,143
Jefferson Davis,Whiting 56,State Senate,41,Joey Fillingame,Republican,30
Jefferson Davis,Whiting 56,State House,91,Charles Bufkin,Republican,19
Jefferson Davis,Whiting 56,State House,91,Bob Evans,Democrat,157
Jefferson Davis,Williamson Mill 44,State Treasurer,,Lynn Fitch,Republican,148
Jefferson Davis,Williamson Mill 44,State Treasurer,,Viola McFarland,Reform,24
Jefferson Davis,Williamson Mill 44,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,61
Jefferson Davis,Williamson Mill 44,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,133
Jefferson Davis,Williamson Mill 44,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,0
Jefferson Davis,Williamson Mill 44,Commissioner of Insurance,,Mike Chaney,Republican,158
Jefferson Davis,Williamson Mill 44,State Senate,41,Reggie Blackledge,Democrat,76
Jefferson Davis,Williamson Mill 44,State Senate,41,Joey Fillingame,Republican,117
Jefferson Davis,Williamson Mill 44,State House,91,Charles Bufkin,Republican,104
Jefferson Davis,Williamson Mill 44,State House,91,Bob Evans,Democrat,92
Jefferson Davis,,State Treasurer,,Lynn Fitch,Republican,2421
Jefferson Davis,,State Treasurer,,Viola McFarland,Reform,1061
Jefferson Davis,,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,2242
Jefferson Davis,,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,1765
Jefferson Davis,,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,46
Jefferson Davis,,Commissioner of Insurance,,Mike Chaney,Republican,2986
Jefferson Davis,,State Senate,41,Reggie Blackledge,Democrat,2382
Jefferson Davis,,State Senate,41,Joey Fillingame,Republican,1676
Jefferson Davis,,State House,53,Vince Mangold,Republican,54
Jefferson Davis,,State House,53,Bobby Moak,Democrat,13
Jefferson Davis,,State House,90,John Pope,Democrat,104
Jefferson Davis,,State House,90,Noah Sanford,Republican,159
Jefferson Davis,,State House,91,Charles Bufkin,Republican,1202
Jefferson Davis,,State House,91,Bob Evans,Democrat,2553
