candidate,office,district,party,county,votes
Charles (Chuck) Edwards,State House,48,Democrat,Attala,601
John Shaw,State House,48,Democrat,Attala,1928
Mary Ann Stevens,State House,48,Democrat,Attala,1195
Charles (Chuck) Edwards,State House,48,Democrat,Carroll,154
John Shaw,State House,48,Democrat,Carroll,67
Mary Ann Stevens,State House,48,Democrat,Carroll,442
Charles (Chuck) Edwards,State House,48,Democrat,Choctaw,265
John Shaw,State House,48,Democrat,Choctaw,69
Mary Ann Stevens,State House,48,Democrat,Choctaw,183
Charles (Chuck) Edwards,State House,48,Democrat,Holmes,810
John Shaw,State House,48,Democrat,Holmes,106
Mary Ann Stevens,State House,48,Democrat,Holmes,1053
Charles (Chuck) Edwards,State House,48,Democrat,Humphreys,71
John Shaw,State House,48,Democrat,Humphreys,16
Mary Ann Stevens,State House,48,Democrat,Humphreys,125
Charles (Chuck) Edwards,State House,48,Democrat,Leake,67
John Shaw,State House,48,Democrat,Leake,66
Mary Ann Stevens,State House,48,Democrat,Leake,81
Charles (Chuck) Edwards,State House,48,Democrat,,1968
John Shaw,State House,48,Democrat,,2252
Mary Ann Stevens,State House,48,Democrat,,3079
Allen Gary Farmer,State House,51,Democrat,Humphreys,1054
Rufus E. (Pete) Straughter,State House,51,Democrat,Humphreys,1887
Robert Williams,State House,51,Democrat,Humphreys,540
Allen Gary Farmer,State House,51,Democrat,Issaquena,17
Rufus E. (Pete) Straughter,State House,51,Democrat,Issaquena,83
Robert Williams,State House,51,Democrat,Issaquena,136
Allen Gary Farmer,State House,51,Democrat,Sharkey,286
Rufus E. (Pete) Straughter,State House,51,Democrat,Sharkey,884
Robert Williams,State House,51,Democrat,Sharkey,356
Allen Gary Farmer,State House,51,Democrat,Washington,84
Allen Gary Farmer,State House,51,Democrat,Yazoo,77
Rufus E. (Pete) Straughter,State House,51,Democrat,Washington,82
Rufus E. (Pete) Straughter,State House,51,Democrat,Yazoo,419
Robert Williams,State House,51,Democrat,Washington,82
Robert Williams,State House,51,Democrat,Yazoo,
Allen Gary Farmer,State House,51,Democrat,,1518
Robert Williams,State House,51,Democrat,,1114
Rufus E. (Pete) Straughter,State House,51,Democrat,,3355
Robert Hooks,State Senate,52,Democrat,Jackson,1535
Robert Hooks,State Senate,52,Democrat,,1535
Bobby Moak,State House,53,Democrat,Amite,347
Bobby Moak,State House,53,Democrat,Franklin,2015
Bobby Moak,State House,53,Democrat,Lincoln,3111
Bobby Moak,State House,53,Democrat,,5473
"George Flaggs, Jr.",State House,55,Democrat,Warren,3026
"George Flaggs, Jr.",State House,55,Democrat,,3026
Paige Eaves Gill,State House,56,Democrat,Hinds,635
Paige Eaves Gill,State House,56,Democrat,Madison,304
Paige Eaves Gill,State House,56,Democrat,Warren,155
Paige Eaves Gill,State House,56,Democrat,,1094
"Edward Blackmon, Jr.",State House,57,Democrat,Madison,2914
"Edward Blackmon, Jr.",State House,57,Democrat,,2914
"Walter L. Robinson, Jr.",State House,63,Democrat,Hinds,2619
"Walter L. Robinson, Jr.",State House,63,Democrat,,2619
Christophe M. Bell,State House,65,Democrat,Hinds,1021
Mary H. Coleman,State House,65,Democrat,Hinds,2787
Christophe M. Bell,State House,65,Democrat,Madison,26
Mary H. Coleman,State House,65,Democrat,Madison,65
Christophe M. Bell,State House,65,Democrat,,1047
Mary H. Coleman,State House,65,Democrat,,2852
Cecil L. Simmons,State House,66,Democrat,Hinds,2083
James D. (Jay) Disharoon,State House,66,Democrat,Hinds,87
Chris Klotz,State House,66,Democrat,Hinds,977
Cecil L. Simmons,State House,66,Democrat,,2083
Chris Klotz,State House,66,Democrat,,977
James D. (Jay) Disharoon,State House,66,Democrat,,87
Earle S. Banks,State House,67,Democrat,Hinds,2449
Earle S. Banks,State House,67,Democrat,,2449
Credell Calhoun,State House,68,Democrat,Hinds,1648
Tom L. Wallace,State House,68,Democrat,Hinds,1077
Credell Calhoun,State House,68,Democrat,,1648
Tom L. Wallace,State House,68,Democrat,,1077
Alyce Griffin Clarke,State House,69,Democrat,Hinds,2355
Alyce Griffin Clarke,State House,69,Democrat,,2355
James (Jim) Evans,State House,70,Democrat,Hinds,1688
James (Jim) Evans,State House,70,Democrat,,1688
Darrell D. Dobson,State House,71,Democrat,Hinds,1185
Darrell D. Dobson,State House,71,Democrat,Rankin,165
Darrell D. Dobson,State House,71,Democrat,,1350
Erik Fleming,State House,72,Democrat,Hinds,3456
Erik Fleming,State House,72,Democrat,Madison,113
Erik Fleming,State House,72,Democrat,,3569
Jay M. Loftin,State House,73,Democrat,Hinds,2231
Jay M. Loftin,State House,73,Democrat,,2231
Tracy Arinder,State House,75,Democrat,Scott,2320
Tom Miles,State House,75,Democrat,Scott,2079
Henry D. Minor,State House,75,Democrat,Scott,895
"L.G. (Greg) Sessums, II",State House,75,Democrat,Scott,957
Henry D. Minor,State House,75,Democrat,,895
"L.G. (Greg) Sessums, II",State House,75,Democrat,,957
Tom Miles,State House,75,Democrat,,2079
Tracy Arinder,State House,75,Democrat,,2320
"Greg Holloway, Sr.",State House,76,Democrat,Claiborne,549
"Greg Holloway, Sr.",State House,76,Democrat,Copiah,4847
"Greg Holloway, Sr.",State House,76,Democrat,Hinds,224
"Greg Holloway, Sr.",State House,76,Democrat,,5620
Dale Berry,State House,77,Democrat,Rankin,21
Dale Berry,State House,77,Democrat,,21
Billy R. Nicholson,State House,78,Democrat,Neshoba,926
Billy R. Nicholson,State House,78,Democrat,Scott,540
Billy R. Nicholson,State House,78,Democrat,,1466
Blaine (Bo) Eaton,State House,79,Democrat,Covington,840
Larry F. Gibson,State House,79,Democrat,Covington,169
"Jimmy L. Lofton, Sr.",State House,79,Democrat,Covington,91
Blaine (Bo) Eaton,State House,79,Democrat,Jones,1016
Larry F. Gibson,State House,79,Democrat,Jones,301
"Jimmy L. Lofton, Sr.",State House,79,Democrat,Jones,135
Blaine (Bo) Eaton,State House,79,Democrat,Smith,2885
Larry F. Gibson,State House,79,Democrat,Smith,2218
"Jimmy L. Lofton, Sr.",State House,79,Democrat,Smith,784
Blaine (Bo) Eaton,State House,79,Democrat,,4741
"Jimmy L. Lofton, Sr.",State House,79,Democrat,,1010
Larry F. Gibson,State House,79,Democrat,,2688
Omeria McDonald Scott,State House,80,Democrat,Clarke,538
Larry Eugene Thomas,State House,80,Democrat,Clarke,400
Omeria McDonald Scott,State House,80,Democrat,Jasper,886
Larry Eugene Thomas,State House,80,Democrat,Jasper,520
Omeria McDonald Scott,State House,80,Democrat,Jones,1339
Larry Eugene Thomas,State House,80,Democrat,Jones,1656
Larry Eugene Thomas,State House,80,Democrat,,2576
Omeria McDonald Scott,State House,80,Democrat,,2763
"Charles L. Young, Sr.",State House,82,Democrat,Lauderdale,1315
"Charles L. Young, Sr.",State House,82,Democrat,,1315
Donald Price,State House,83,Democrat,Clarke,647
Donald Price,State House,83,Democrat,Lauderdale,658
Donald Price,State House,83,Democrat,,1305
"Arnold E. Clark, Jr.",State House,85,Democrat,Adams,335
Walter Huston,State House,85,Democrat,Adams,196
America (Chuck) Middleton,State House,85,Democrat,Adams,474
"Arnold E. Clark, Jr.",State House,85,Democrat,Claiborne,498
Walter Huston,State House,85,Democrat,Claiborne,172
America (Chuck) Middleton,State House,85,Democrat,Claiborne,1973
"Arnold E. Clark, Jr.",State House,85,Democrat,Hinds,18
Walter Huston,State House,85,Democrat,Hinds,10
America (Chuck) Middleton,State House,85,Democrat,Hinds,17
"Arnold E. Clark, Jr.",State House,85,Democrat,Jefferson,979
Walter Huston,State House,85,Democrat,Jefferson,601
America (Chuck) Middleton,State House,85,Democrat,Jefferson,1595
"Arnold E. Clark, Jr.",State House,85,Democrat,Warren,62
Walter Huston,State House,85,Democrat,Warren,16
America (Chuck) Middleton,State House,85,Democrat,Warren,32
America (Chuck) Middleton,State House,85,Democrat,,4091
"Arnold E. Clark, Jr.",State House,85,Democrat,,1892
Walter Huston,State House,85,Democrat,,995
Samuel F. (Sam) Britton,State House,86,Democrat,Clarke,25
Tom Kittrell,State House,86,Democrat,Clarke,39
Joe Taylor,State House,86,Democrat,Clarke,87
Samuel F. (Sam) Britton,State House,86,Democrat,Perry,51
Tom Kittrell,State House,86,Democrat,Perry,285
Joe Taylor,State House,86,Democrat,Perry,538
Samuel F. (Sam) Britton,State House,86,Democrat,Wayne,1999
Tom Kittrell,State House,86,Democrat,Wayne,1777
Joe Taylor,State House,86,Democrat,Wayne,3956
Joe Taylor,State House,86,Democrat,,4581
Samuel F. (Sam) Britton,State House,86,Democrat,,2075
Tom Kittrell,State House,86,Democrat,,2101
Johnny W. Stringer,State House,87,Democrat,Jasper,4389
Johnny W. Stringer,State House,87,Democrat,Jones,588
Johnny W. Stringer,State House,87,Democrat,,4977
Joe Ellzey,State House,88,Democrat,Jones,4499
Joe Ellzey,State House,88,Democrat,Perry,762
Joe Ellzey,State House,88,Democrat,,5261
Bobby Shows,State House,89,Democrat,Jones,4452
Bobby Shows,State House,89,Democrat,,4452
Joe (J.L.) Warren,State House,90,Democrat,Covington,4089
Joe (J.L.) Warren,State House,90,Democrat,Forrest,100
Joe (J.L.) Warren,State House,90,Democrat,Marion,40
Joe (J.L.) Warren,State House,90,Democrat,,4229
Antrease Magee Autman,State House,91,Democrat,Copiah,71
Joey E. Hudson,State House,91,Democrat,Copiah,144
Antrease Magee Autman,State House,91,Democrat,Covington,63
Joey E. Hudson,State House,91,Democrat,Covington,77
Antrease Magee Autman,State House,91,Democrat,Jefferson Davis,1390
Joey E. Hudson,State House,91,Democrat,Jefferson Davis,1512
Antrease Magee Autman,State House,91,Democrat,Lawrence,1883
Joey E. Hudson,State House,91,Democrat,Lawrence,2502
Antrease Magee Autman,State House,91,Democrat,Simpson,279
Joey E. Hudson,State House,91,Democrat,Simpson,280
Antrease Magee Autman,State House,91,Democrat,,3686
Joey E. Hudson,State House,91,Democrat,,4515
F. C. (Buddy) Turpin,State House,92,Democrat,Copiah,145
F. C. (Buddy) Turpin,State House,92,Democrat,Franklin,783
F. C. (Buddy) Turpin,State House,92,Democrat,Lincoln,5525
F. C. (Buddy) Turpin,State House,92,Democrat,,6453
Dirk D. Dedeaux,State House,93,Democrat,Forrest,37
Dirk D. Dedeaux,State House,93,Democrat,Hancock,2463
Dirk D. Dedeaux,State House,93,Democrat,Lamar,362
Dirk D. Dedeaux,State House,93,Democrat,Pearl River,175
Dirk D. Dedeaux,State House,93,Democrat,Stone,1435
Dirk D. Dedeaux,State House,93,Democrat,,4472
Philip (Bucket) West,State House,94,Democrat,Adams,4275
Philip (Bucket) West,State House,94,Democrat,Claiborne,18
Philip (Bucket) West,State House,94,Democrat,Jefferson,295
Philip (Bucket) West,State House,94,Democrat,,4588
Linda Johnson,State House,95,Democrat,Hancock,473
Linda Johnson,State House,95,Democrat,,473
David L. Green,State House,96,Democrat,Adams,564
David L. Green,State House,96,Democrat,Amite,2976
David L. Green,State House,96,Democrat,Wilkinson,3175
David L. Green,State House,96,Democrat,,6715
Derrick Dahl,State House,97,Democrat,Adams,991
Chad L. Toney,State House,97,Democrat,Adams,367
Derrick Dahl,State House,97,Democrat,Amite,765
Chad L. Toney,State House,97,Democrat,Amite,548
Derrick Dahl,State House,97,Democrat,Franklin,39
Chad L. Toney,State House,97,Democrat,Franklin,41
Derrick Dahl,State House,97,Democrat,Lawrence,196
Chad L. Toney,State House,97,Democrat,Lawrence,241
Derrick Dahl,State House,97,Democrat,Pike,1859
Chad L. Toney,State House,97,Democrat,Pike,1214
Derrick Dahl,State House,97,Democrat,Walthall,149
Chad L. Toney,State House,97,Democrat,Walthall,185
Chad L. Toney,State House,97,Democrat,,2596
Derrick Dahl,State House,97,Democrat,,3999
William R. Brown,State House,98,Democrat,Pike,1269
James Hall,State House,98,Democrat,Pike,1032
David W. Myers,State House,98,Democrat,Pike,3321
Larry L. Singleton,State House,98,Democrat,Pike,568
William R. Brown,State House,98,Democrat,Walthall,110
James Hall,State House,98,Democrat,Walthall,184
David W. Myers,State House,98,Democrat,Walthall,191
Larry L. Singleton,State House,98,Democrat,Walthall,85
David W. Myers,State House,98,Democrat,,3512
James Hall,State House,98,Democrat,,1216
Larry L. Singleton,State House,98,Democrat,,653
William R. Brown,State House,98,Democrat,,1379
Bill Pigott,State House,99,Democrat,Lamar,126
Zack Rushing,State House,99,Democrat,Lamar,118
Robert E. Vince,State House,99,Democrat,Lamar,115
Bill Pigott,State House,99,Democrat,Marion,740
Zack Rushing,State House,99,Democrat,Marion,848
Robert E. Vince,State House,99,Democrat,Marion,1489
Bill Pigott,State House,99,Democrat,Pike,248
Zack Rushing,State House,99,Democrat,Pike,286
Robert E. Vince,State House,99,Democrat,Pike,150
Bill Pigott,State House,99,Democrat,Walthall,1317
Zack Rushing,State House,99,Democrat,Walthall,1696
Robert E. Vince,State House,99,Democrat,Walthall,1880
Bill Pigott,State House,99,Democrat,,2431
Robert E. Vince,State House,99,Democrat,,3634
Zack Rushing,State House,99,Democrat,,2948
O.K. Kenny Moore,State House,100,Democrat,Lamar,185
Ken Morgan,State House,100,Democrat,Lamar,309
O.K. Kenny Moore,State House,100,Democrat,Marion,2454
Ken Morgan,State House,100,Democrat,Marion,2745
Ken Morgan,State House,100,Democrat,,3054
O.K. Kenny Moore,State House,100,Democrat,,2639
Rick James,State House,102,Democrat,Forrest,945
Rick James,State House,102,Democrat,Lamar,37
Rick James,State House,102,Democrat,,982
Percy Watson,State House,103,Democrat,Forrest,2641
Percy Watson,State House,103,Democrat,,2641
Randy (Bubba) Pierce,State House,105,Democrat,Forrest,29
Sue Turner,State House,105,Democrat,Forrest,14
Randy (Bubba) Pierce,State House,105,Democrat,George,384
Sue Turner,State House,105,Democrat,George,92
Randy (Bubba) Pierce,State House,105,Democrat,Greene,4621
Sue Turner,State House,105,Democrat,Greene,553
Randy (Bubba) Pierce,State House,105,Democrat,Perry,1863
Sue Turner,State House,105,Democrat,Perry,397
Randy (Bubba) Pierce,State House,105,Democrat,Wayne,289
Sue Turner,State House,105,Democrat,Wayne,123
Randy (Bubba) Pierce,State House,105,Democrat,,7186
Sue Turner,State House,105,Democrat,,1179
Jesse E. Dedeaux,State House,106,Democrat,Lamar,47
Sherry Morris,State House,106,Democrat,Lamar,32
Jesse E. Dedeaux,State House,106,Democrat,Pearl River,885
Sherry Morris,State House,106,Democrat,Pearl River,1646
Jesse E. Dedeaux,State House,106,Democrat,,932
Sherry Morris,State House,106,Democrat,,1678
Jimmy Howell,State House,107,Democrat,Forrest,23
Mike Howell,State House,107,Democrat,Forrest,11
Doug Lee,State House,107,Democrat,Forrest,25
Deryk R. Parker,State House,107,Democrat,Forrest,25
Greg Reeves,State House,107,Democrat,Forrest,4
Nolan (Dink) Walker,State House,107,Democrat,Forrest,62
Jimmy Howell,State House,107,Democrat,George,439
Mike Howell,State House,107,Democrat,George,325
Doug Lee,State House,107,Democrat,George,1366
Deryk R. Parker,State House,107,Democrat,George,1720
Greg Reeves,State House,107,Democrat,George,487
Nolan (Dink) Walker,State House,107,Democrat,George,318
Jimmy Howell,State House,107,Democrat,Jackson,0
Mike Howell,State House,107,Democrat,Jackson,1
Doug Lee,State House,107,Democrat,Jackson,0
Deryk R. Parker,State House,107,Democrat,Jackson,23
Greg Reeves,State House,107,Democrat,Jackson,0
Nolan (Dink) Walker,State House,107,Democrat,Jackson,4
Jimmy Howell,State House,107,Democrat,Stone,166
Mike Howell,State House,107,Democrat,Stone,139
Doug Lee,State House,107,Democrat,Stone,501
Deryk R. Parker,State House,107,Democrat,Stone,717
Greg Reeves,State House,107,Democrat,Stone,214
Nolan (Dink) Walker,State House,107,Democrat,Stone,841
Deryk R. Parker,State House,107,Democrat,,2485
Doug Lee,State House,107,Democrat,,1892
Greg Reeves,State House,107,Democrat,,705
Jimmy Howell,State House,107,Democrat,,628
Mike Howell,State House,107,Democrat,,476
Nolan (Dink) Walker,State House,107,Democrat,,1225
Billy Broomfield,State House,110,Democrat,Jackson,1730
Mitch Ellerby,State House,110,Democrat,Jackson,970
Billy Broomfield,State House,110,Democrat,,1730
Mitch Ellerby,State House,110,Democrat,,970
Jamie Creel,State House,115,Democrat,Harrison,459
Glenn Edwin Endris,State House,115,Democrat,Harrison,206
Randall Patterson,State House,115,Democrat,Harrison,983
Glenn Edwin Endris,State House,115,Democrat,,206
Jamie Creel,State House,115,Democrat,,459
Randall Patterson,State House,115,Democrat,,983
J.P. Compretta,State House,122,Democrat,Hancock,3606
J.P. Compretta,State House,122,Democrat,,3606
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Adams,6902
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Alcorn,7105
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Amite,4293
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Attala,5363
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Benton,3042
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Bolivar,4427
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Calhoun,4741
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Carroll,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Chickasaw,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Choctaw,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Claiborne,2670
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Clarke,3455
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Clay,7531
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Coahoma,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Copiah,7280
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Covington,5229
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,DeSoto,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Forrest,5221
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Franklin,3071
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,George,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Greene,4351
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Grenada,5095
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Hancock,6293
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Harrison,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Hinds,28248
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Holmes,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Humphreys,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Issaquena,722
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Itawamba,7622
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Jackson,5763
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Jasper,5649
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Jefferson,2894
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Jefferson Davis,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Jones,13761
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Kemper,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lafayette,6347
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lamar,2149
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lauderdale,3007
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lawrence,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Leake,4344
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lee,12254
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Leflore,2550
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lincoln,9296
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Lowndes,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Madison,5298
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Marion,7639
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Marshall,6844
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Monroe,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Montgomery,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Neshoba,6381
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Newton,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Noxubee,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Oktibbeha,4705
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Panola,6711
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Pearl River,3725
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Perry,3603
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Pike,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Pontotoc,7545
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Prentiss,6978
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Quitman,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Rankin,3790
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Scott,7047
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Sharkey,1616
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Simpson,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Smith,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Stone,3724
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Sunflower,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Tallahatchie,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Tate,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Tippah,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Tishomingo,6335
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Tunica,1907
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Union,7316
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Walthall,4851
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Warren,4653
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Washington,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Wayne,7473
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Webster,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Wilkinson,2947
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Winston,6822
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Yalobusha,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,Yazoo,
Lester Spell,Agriculture and Commerce Commerce Comissioner,,Democrat,,308585
Jim Hood,Attorney General,,Democrat,Adams,6667
Jim Hood,Attorney General,,Democrat,Alcorn,6907
Jim Hood,Attorney General,,Democrat,Amite,4153
Jim Hood,Attorney General,,Democrat,Attala,5204
Jim Hood,Attorney General,,Democrat,Benton,3090
Jim Hood,Attorney General,,Democrat,Bolivar,4162
Jim Hood,Attorney General,,Democrat,Calhoun,4833
Jim Hood,Attorney General,,Democrat,Carroll,
Jim Hood,Attorney General,,Democrat,Chickasaw,
Jim Hood,Attorney General,,Democrat,Choctaw,
Jim Hood,Attorney General,,Democrat,Claiborne,2631
Jim Hood,Attorney General,,Democrat,Clarke,3354
Jim Hood,Attorney General,,Democrat,Clay,7608
Jim Hood,Attorney General,,Democrat,Coahoma,
Jim Hood,Attorney General,,Democrat,Copiah,7151
Jim Hood,Attorney General,,Democrat,Covington,5058
Jim Hood,Attorney General,,Democrat,DeSoto,
Jim Hood,Attorney General,,Democrat,Forrest,5031
Jim Hood,Attorney General,,Democrat,Franklin,3054
Jim Hood,Attorney General,,Democrat,George,
Jim Hood,Attorney General,,Democrat,Greene,4216
Jim Hood,Attorney General,,Democrat,Grenada,5005
Jim Hood,Attorney General,,Democrat,Hancock,6050
Jim Hood,Attorney General,,Democrat,Harrison,
Jim Hood,Attorney General,,Democrat,Hinds,26295
Jim Hood,Attorney General,,Democrat,Holmes,
Jim Hood,Attorney General,,Democrat,Humphreys,
Jim Hood,Attorney General,,Democrat,Issaquena,677
Jim Hood,Attorney General,,Democrat,Itawamba,7725
Jim Hood,Attorney General,,Democrat,Jackson,5705
Jim Hood,Attorney General,,Democrat,Jasper,5438
Jim Hood,Attorney General,,Democrat,Jefferson,2854
Jim Hood,Attorney General,,Democrat,Jefferson Davis,
Jim Hood,Attorney General,,Democrat,Jones,13438
Jim Hood,Attorney General,,Democrat,Kemper,
Jim Hood,Attorney General,,Democrat,Lafayette,6530
Jim Hood,Attorney General,,Democrat,Lamar,2124
Jim Hood,Attorney General,,Democrat,Lauderdale,2899
Jim Hood,Attorney General,,Democrat,Lawrence,
Jim Hood,Attorney General,,Democrat,Leake,4265
Jim Hood,Attorney General,,Democrat,Lee,12317
Jim Hood,Attorney General,,Democrat,Leflore,2346
Jim Hood,Attorney General,,Democrat,Lincoln,8950
Jim Hood,Attorney General,,Democrat,Lowndes,
Jim Hood,Attorney General,,Democrat,Madison,5227
Jim Hood,Attorney General,,Democrat,Marion,7311
Jim Hood,Attorney General,,Democrat,Marshall,7052
Jim Hood,Attorney General,,Democrat,Monroe,
Jim Hood,Attorney General,,Democrat,Montgomery,
Jim Hood,Attorney General,,Democrat,Neshoba,6343
Jim Hood,Attorney General,,Democrat,Newton,
Jim Hood,Attorney General,,Democrat,Noxubee,
Jim Hood,Attorney General,,Democrat,Oktibbeha,4671
Jim Hood,Attorney General,,Democrat,Panola,6503
Jim Hood,Attorney General,,Democrat,Pearl River,3681
Jim Hood,Attorney General,,Democrat,Perry,3495
Jim Hood,Attorney General,,Democrat,Pike,
Jim Hood,Attorney General,,Democrat,Pontotoc,7717
Jim Hood,Attorney General,,Democrat,Prentiss,6865
Jim Hood,Attorney General,,Democrat,Quitman,
Jim Hood,Attorney General,,Democrat,Rankin,3600
Jim Hood,Attorney General,,Democrat,Scott,6882
Jim Hood,Attorney General,,Democrat,Sharkey,1622
Jim Hood,Attorney General,,Democrat,Simpson,
Jim Hood,Attorney General,,Democrat,Smith,
Jim Hood,Attorney General,,Democrat,Stone,3554
Jim Hood,Attorney General,,Democrat,Sunflower,
Jim Hood,Attorney General,,Democrat,Tallahatchie,
Jim Hood,Attorney General,,Democrat,Tate,
Jim Hood,Attorney General,,Democrat,Tippah,
Jim Hood,Attorney General,,Democrat,Tishomingo,6270
Jim Hood,Attorney General,,Democrat,Tunica,1895
Jim Hood,Attorney General,,Democrat,Union,7553
Jim Hood,Attorney General,,Democrat,Walthall,4667
Jim Hood,Attorney General,,Democrat,Warren,4428
Jim Hood,Attorney General,,Democrat,Washington,
Jim Hood,Attorney General,,Democrat,Wayne,7306
Jim Hood,Attorney General,,Democrat,Webster,
Jim Hood,Attorney General,,Democrat,Wilkinson,2923
Jim Hood,Attorney General,,Democrat,Winston,6736
Jim Hood,Attorney General,,Democrat,Yalobusha,
Jim Hood,Attorney General,,Democrat,Yazoo,
Jim Hood,Attorney General,,Democrat,,302038
Gilbert Fountain,Governor,,Democrat,Adams,427
Elder E. McClendon,Governor,,Democrat,Adams,320
Ronnie Musgrove,Governor,,Democrat,Adams,7501
Katie Perrone,Governor,,Democrat,Adams,284
Catherine M. Starr,Governor,,Democrat,Adams,347
